City,Hotel_Name,Number_of_Reviews,Neighborhood,Distance_from_Center,Description,Facilities,Address,Latitude,Longitude,Hotel_URL,City_ID,Clean_Rate
Aix en Provence,Hôtel de la Rotonde Aix en Provence,1409,Aix-en-Provence,350 m from downtown,"Hôtel de la Rotonde Aix en Provence is located in central Aix-en-Provence,5 minutes walk from the Bus station.

Free WiFi is provided. On-site parking is available on request only, with an extra charge of 15 euros per night.

It offers soundproofed rooms with air conditioning, satellite TV and a mini-bar. Each has a bathroom with hairdryer.

Hôtel de la Rotonde Aix en Provence serves a continental buffet breakfast. Guests can also enjoy a drink at the bar or on the shaded terrace.

The hotel is 984 feet from Cours Mirabeau and 19 mi from Marseille Provence Airport.","Private Parking, Free Wifi, Family rooms, Non-smoking rooms, Facilities for disabled guests, Room service, 24-hour front desk, Tea/Coffee Maker in All Rooms, Bar, Breakfast",Aix-en-Provence,43.52391,5.442494,https://www.booking.com/hotel/fr/rotonde.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VIM1gEaE2IAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsGM_sQGwAIB0gIkNDI0Y2UzMGQtMGY3Mi00MjhiLWEwMjAtN2M4YTNlOTQwYjEw2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&nflt=ht_id%3D204&srpvid=52a986e0789f0695&srepoch=1755285129&from=searchresults,33,8.2
Aix en Provence,Negrecoste Hôtel & Spa,842,"Aix-en-Provence Historic Centre, Aix-en-Provence",300 m from downtown,"Negrecoste Hôtel & Spa is an 18th century hotel with a sun terrace, set in the heart of the Cours Mirabeau, a 10-minute walk from Aix-en-Provence SNCF Train and Bus Station. Free WiFi is available throughout the property.

The air-conditioned guest rooms feature an LCD TV and a paid mini-bar. The private bathrooms are equipped with a bath or shower, free Nuxe toiletries and a hairdryer. Some of the rooms also offer a view of the Cours Mirabeau.

Meeting facilities are available and there is a 24-hour reception. Upon reservation and for an extra charge, guests can relax in the onsite spa with a hot tub, sauna and hammam and guests benefit from reduced rates for a 1-hour spa pass and for the onsite treatments.

Bars, shops and restaurants can be found within 328 feet of the hotel. Other local attractions include the city's cathedral, a 5-minute walk away. The nearest airport is Marseille Marignane, 16 mi from the hotel. Paid private parking is available on site upon reservation.","Private Parking, Spa, Free Wifi, Family rooms, 2 restaurants, Non-smoking rooms, Facilities for disabled guests, Tea/Coffee Maker in All Rooms, Bar, Very Good Breakfast","Aix-en-Provence Historic Centre, Aix-en-Provence",43.52685,5.449011,https://www.booking.com/hotel/fr/grand-negre-coste.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VIM1gEaE2IAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsGM_sQGwAIB0gIkNDI0Y2UzMGQtMGY3Mi00MjhiLWEwMjAtN2M4YTNlOTQwYjEw2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&nflt=ht_id%3D204&srpvid=52a986e0789f0695&srepoch=1755285136&from=searchresults,33,8.2
Aix en Provence,Best Western Hotel le Galice Aix-en-Provence,2605,Aix-en-Provence,0.9 km from downtown,"Located a 10-minute walk from the center of Aix-en-Provence, Best Western Le Galice Center Ville features a seasonal outdoor pool and a terrace. Free WiFi is available throughout the property.

The air-conditioned rooms are equipped with a flat-screen satellite TV, a desk, a kettle and a mini-bar. The private bathrooms have a bath or shower and a hairdryer.

The hotel has business facilities, including fully equipped meeting rooms open 24 hours a day, 7 days a week. There is also a 24-hour reception.

Best Western Le Galice Center Ville is 16 mi from Marseille Provence Airport and 9.3 mi from Aix-en-Provence TGV Train Station. A secured underground car park is available for an extra fee.","Outdoor swimming pool, Private Parking, Free Wifi, Family rooms, Non-smoking rooms, Facilities for disabled guests, 24-hour front desk, Terrace, Bar, Good Breakfast",Aix-en-Provence,43.528031,5.434359,https://www.booking.com/hotel/fr/best-western-le-galice.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VIM1gEaE2IAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsGM_sQGwAIB0gIkNDI0Y2UzMGQtMGY3Mi00MjhiLWEwMjAtN2M4YTNlOTQwYjEw2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&nflt=ht_id%3D204&srpvid=52a986e0789f0695&srepoch=1755285144&from=searchresults,33,8.0
Aix en Provence,Les Quatre Dauphins,905,"Aix-en-Provence Historic Centre, Aix-en-Provence",450 m from downtown,"Les Quatre Dauphins is a hotel set in a former private mansion in the heart of Aix-en-Provence, just 164 feet away from Quatre Dauphins Square and 1148 feet from Cours Mirabeau. The property is a 5-minute drive from Aix-en-Provence Train Station. Free WiFi is included.

An elegant stairwell leads to the guest rooms in this 3-story hotel (please note, we do not have an elevator). Decorated in a Provençal style, each room comes with private bathroom and satellite TV. The rooms of the top floor have exposed wooden beams.

The central location of the Quatre Dauphins hotel allows you to visit the old part of Aix-en-Provence. Paid public parking is available 984 feet from the property.","Free Wifi, Non-smoking rooms, 24-hour front desk, Excellent Breakfast","Aix-en-Provence Historic Centre, Aix-en-Provence",43.524909,5.450423,https://www.booking.com/hotel/fr/les-quatre-dauphins.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VIM1gEaE2IAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsGM_sQGwAIB0gIkNDI0Y2UzMGQtMGY3Mi00MjhiLWEwMjAtN2M4YTNlOTQwYjEw2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&nflt=ht_id%3D204&srpvid=52a986e0789f0695&srepoch=1755285150&from=searchresults,33,8.4
Aix en Provence,Le Pigonnet - Esprit de France,129,Aix-en-Provence,0.9 km from downtown,"Elegant Accommodations: Le Pigonnet - Esprit de France in Aix-en-Provence offers a 5-star hotel experience with a sun terrace, garden, seasonal outdoor swimming pool, and free WiFi.

Exceptional Facilities: Guests enjoy a family-friendly restaurant serving French, Mediterranean, and local cuisines, a bar, and outdoor seating areas. Additional amenities include a fitness center, spa, and free on-site private parking.

Comfortable Rooms: Rooms feature air-conditioning, private bathrooms, and modern amenities such as mini-bars and flat-screen TVs. Family rooms and interconnected rooms cater to various needs.

Prime Location: Located 16 mi from Marseille Provence Airport, the hotel is near attractions like Noter-Dame de la Garde Basilica (21 mi) and Les Terrasses du Port Shopping Center (19 mi). Guests appreciate the attentive staff and excellent service.","Outdoor swimming pool, Free parking, Free Wifi, Family rooms, 2 restaurants, Non-smoking rooms, Room service, Tea/Coffee Maker in All Rooms, Bar, Very Good Breakfast",Aix-en-Provence,43.518867,5.441615,https://www.booking.com/hotel/fr/le-pigonnet.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VIM1gEaE2IAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsGM_sQGwAIB0gIkNDI0Y2UzMGQtMGY3Mi00MjhiLWEwMjAtN2M4YTNlOTQwYjEw2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&nflt=ht_id%3D204&srpvid=52a986e0789f0695&srepoch=1755285156&from=searchresults,33,8.8
Aix en Provence,Hôtel Le Mozart,3314,Aix-en-Provence,1.1 km from downtown,"Located 1640 feet from the Granet Museum, Hôtel Le Mozart offers air-conditioned rooms with free WiFi. It is easily accessed from Motorway A8, a 3-minute drive away.

Additional facilities in the rooms include an LCD TV with satellite channels. The rooms also provide a telephone and an private bathroom, which is complete with a bath or shower.

You can enjoy the buffet breakfast in the dining room or on the terrace.

Free private parking is available onsite. Alternatively, guests can keep their vehicle in the secure garage for a supplementary cost and upon reservation. Electric car charging station is available subject to availability. Newspapers are also available at the 24-hour reception.","Private Parking, Free Wifi, Family rooms, Non-smoking rooms, Room service, Terrace, Garden, Tea/Coffee Maker in All Rooms, Very Good Breakfast",Aix-en-Provence,43.521918,5.457872,https://www.booking.com/hotel/fr/le-mozart.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VIM1gEaE2IAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsGM_sQGwAIB0gIkNDI0Y2UzMGQtMGY3Mi00MjhiLWEwMjAtN2M4YTNlOTQwYjEw2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&nflt=ht_id%3D204&srpvid=52a986e0789f0695&srepoch=1755285163&from=searchresults,33,8.4
Aix en Provence,Aparthotel Adagio Aix-en-Provence Centre,2026,Aix-en-Provence,450 m from downtown,"Ideally located on a peaceful street in the center of Aix-en-Provence, this residence is a 10-minute walk from the cafés and fountains on Cours Mirabeau. Gare d’Aix-en-Provence is 2953 feet away. Free WiFi is available in all areas.

Apartments and studios at Aparthotel Adagio Aix en Provence Center are contemporary in style and offer an LCD TV. All have a kitchen with hotplates and some have a separate bedroom.

Breakfast and drinks and snacks vending machines are some of the other facilities on offer at Aparthotel Adagio Aix en Provence Center. There is also a 24-hour reception with luggage storage and a dry cleaning service.

Rotonde Square is a 5-minute walk away and Aix-en-Provence Natural History Museum is just 2789 feet from the residence. For guests arriving by car, private indoor parking is possible on site, according to availability. A8 highway is 1.6 mi away.","Private Parking, Free Wifi, Family rooms, Non-smoking rooms, Facilities for disabled guests, 24-hour front desk, Garden, Good Breakfast",Aix-en-Provence,43.528906,5.440869,https://www.booking.com/hotel/fr/pierre-vacances-city-centre.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VIM1gEaE2IAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsGM_sQGwAIB0gIkNDI0Y2UzMGQtMGY3Mi00MjhiLWEwMjAtN2M4YTNlOTQwYjEw2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&nflt=ht_id%3D204&srpvid=52a986e0789f0695&srepoch=1755285170&from_sustainable_property_sr=1&from=searchresults,33,8.4
Aix en Provence,Le Concorde,2312,"Aix-en-Provence Historic Centre, Aix-en-Provence",0.7 km from downtown,"Le Concorde is ideally located in the center of Aix-en-Provence, only a 5-minute walk from the famous Cour Mirabeau and near the Granet Museum. It offers a flowered garden.

The guest rooms all feature a TV, air-conditioning and Wi-Fi access.

You can start the day with a generous breakfast in the breakfast room or in the courtyard.

For guests arriving by car, the hotel has a large private garage in the basement available for an additional charge, allowing you to explore the city without any parking worries.","Private Parking, Free Wifi, Family rooms, Non-smoking rooms, Facilities for disabled guests, Terrace, Garden, Tea/Coffee Maker in All Rooms, Good Breakfast","Aix-en-Provence Historic Centre, Aix-en-Provence",43.524612,5.453754,https://www.booking.com/hotel/fr/le-concorde-sarl-aix-en-provence.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VIM1gEaE2IAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsGM_sQGwAIB0gIkNDI0Y2UzMGQtMGY3Mi00MjhiLWEwMjAtN2M4YTNlOTQwYjEw2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&nflt=ht_id%3D204&srpvid=52a986e0789f0695&srepoch=1755285176&from=searchresults,33,7.9
Aix en Provence,Hotel Cardinal,1549,"Aix-en-Provence Historic Centre, Aix-en-Provence",0.5 km from downtown,"Located in Aix-en-Provence, 19 miles from Joliette Metro Station, Hotel Cardinal features views of the city. The 2-star hotel has air-conditioned rooms with a private bathroom and free WiFi. The property is 400 yards from the city center and 19 miles from Marseille Saint-Charles Train Station.

At the hotel, the rooms include a desk. Selected rooms also feature a kitchenette with a fridge, a microwave and a stovetop. All rooms in Hotel Cardinal are equipped with a flat-screen TV and free toiletries.

Guests at the accommodation can enjoy a continental breakfast.

Les Terrasses du Port Shopping Center is 20 miles from Hotel Cardinal, while Vieux Port Metro Station is 20 miles from the property. Marseille Provence Airport is 17 miles away.","Free Wifi, Non-smoking rooms, Good Breakfast","Aix-en-Provence Historic Centre, Aix-en-Provence",43.525599,5.451721,https://www.booking.com/hotel/fr/cardinal.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VIM1gEaE2IAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsGM_sQGwAIB0gIkNDI0Y2UzMGQtMGY3Mi00MjhiLWEwMjAtN2M4YTNlOTQwYjEw2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&nflt=ht_id%3D204&srpvid=52a986e0789f0695&srepoch=1755285182&from=searchresults,33,8.6
Aix en Provence,Séjours & Affaires Aix-en-Provence Mirabeau,1337,Aix-en-Provence,350 m from downtown,"This Séjours & Affaires residence is located in Aix-en-Provence near the Cours Mirabeau. It offers furnished studios and free Wi-Fi internet access.

All of the studios at Séjours & Affaires Aix-en-Provence Mirabeau are soundproof and have a complete kitchen area with fridge, microwave, hotplates and dishes. All of them are serviced by an elevator.

The studios have fold-out sofa beds, and a house cleaning including the change of linens are provided once a week.","Private Parking, Free Wifi, Family rooms, Non-smoking rooms, Good Breakfast",Aix-en-Provence,43.525241,5.441266,https://www.booking.com/hotel/fr/residence-mirabeau.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VIM1gEaE2IAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsGM_sQGwAIB0gIkNDI0Y2UzMGQtMGY3Mi00MjhiLWEwMjAtN2M4YTNlOTQwYjEw2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&nflt=ht_id%3D204&srpvid=52a986e0789f0695&srepoch=1755285188&from=searchresults,33,7.9
Aix en Provence,Hôtel Bellegarde by Viktor,208,Aix-en-Provence,0.8 km from downtown,"Comfortable Accommodations: Hôtel Bellegarde by Viktor in Aix-en-Provence offers air-conditioned rooms with private bathrooms, free WiFi, and modern amenities. Each room includes a work desk, TV, and wardrobe, ensuring a pleasant stay.

Exceptional Facilities: Guests can relax on the sun terrace or enjoy a drink at the bar. The hotel provides free WiFi, a lounge, and a coffee shop, catering to all leisure needs.

Convenient Location: Located 17 mi from Marseille Provence Airport, the hotel is near attractions such as Les Terrasses du Port Shopping Center (20 mi) and Noter-Dame de la Garde Basilica (21 mi). A restaurant is available in the surroundings.

 Hôtel Bellegarde by Viktor is highly rated by guests for its excellent service and comfortable accommodations.","Free Wifi, Non-smoking rooms, Facilities for disabled guests, Bar, Wonderful Breakfast",Aix-en-Provence,43.532086,5.451511,https://www.booking.com/hotel/fr/bellegarde-aix-en-provence.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VIM1gEaE2IAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsGM_sQGwAIB0gIkNDI0Y2UzMGQtMGY3Mi00MjhiLWEwMjAtN2M4YTNlOTQwYjEw2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&nflt=ht_id%3D204&srpvid=52a986e0789f0695&srepoch=1755285194&from=searchresults,33,8.7
Aix en Provence,Hôtel de France,1053,"Aix-en-Provence Historic Centre, Aix-en-Provence",100 m from downtown,"Located in the heart of Aix-en-Provence, Hôtel de France is located in a street parallel to Cours Mirabeau only 164 feet from the famous Fontaine de la Rotonde, and offers air conditioned rooms with free WiFi access.

Decorated with white and beige shades, all rooms at Hôtel de France feature a TV with satellite channels, a desk and a mini-bar. The private bathroom comes with a bathtub or a shower and Nuxe products.

Breakfast is served daily and can be enjoyed in the dining room. The property is located near numerous restaurants, bars and markets.

Other facilities available at Hôtel de France include a 24-hour front desk and a shared lounge. The property's location makes it an excellent base to discover Aix-en-Provence, which train station is just a 10-minute walk from the hotel.","Free Wifi, Non-smoking rooms, Facilities for disabled guests, Room service, 24-hour front desk, Breakfast","Aix-en-Provence Historic Centre, Aix-en-Provence",43.526931,5.446267,https://www.booking.com/hotel/fr/de-france-aix-en-provence.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VIM1gEaE2IAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsGM_sQGwAIB0gIkNDI0Y2UzMGQtMGY3Mi00MjhiLWEwMjAtN2M4YTNlOTQwYjEw2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&nflt=ht_id%3D204&srpvid=52a986e0789f0695&srepoch=1755285199&from=searchresults,33,7.2
Aix en Provence,Radisson Hotel Aix En Provence,1644,Aix-en-Provence,1.6 km from downtown,"Radisson Aix en Provence is located on the exit of the A8 and A51 motorways, just 10 minutes' drive from the center of Aix-en-Provence and Paul Cézanne’s house. It features a seasonal outdoor swimming pool and free WiFi. The hotel was completely renovated in April 2019.

All the rooms at Radisson Aix en Provence come with a private bathroom and a flat-screen TV with Canal+ and satellite channels. They are decorated in a contemporary style.

The ""Tulipe"" restaurant is open daily (expect the week-end during low-season) and offers traditional, gourmet and local cuisine.

Guests can relax on the terrace with deckchairs and a barbecue. There is also a fitness room and an air-conditioned relaxation area with a dry sauna and shower which can be privatized.

There are theaters, a golf course and a cinema all within close proximity of the hotel. Located on the western outskirts of town, the hotel is 1.2 mi from Cours Mirabeau. An underground garage is available for parking for an extra charge","Outdoor swimming pool, Private Parking, Free Wifi, Restaurant, Fitness center, Non-smoking rooms, Facilities for disabled guests, Tea/Coffee Maker in All Rooms, Bar, Very Good Breakfast",Aix-en-Provence,43.528614,5.426005,https://www.booking.com/hotel/fr/golden-tulip-aix-en-provence.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VIM1gEaE2IAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsGM_sQGwAIB0gIkNDI0Y2UzMGQtMGY3Mi00MjhiLWEwMjAtN2M4YTNlOTQwYjEw2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&nflt=ht_id%3D204&srpvid=52a986e0789f0695&srepoch=1755285204&from_sustainable_property_sr=1&from=searchresults,33,8.0
Aix en Provence,Domaine Gaogaia,879,Aix-en-Provence,5.3 km from downtown,"Located 1.2 mi from the village of Les Milles and 5 mi from the center of Aix-en-Provence, Domaine Gaogaia offers hotel accommodations with an outdoor pool, a garden and a terrace. Guests also have access to free WiFi and free on-site parking.

All rooms are air conditioned and feature a desk and a flat-screen TV. The private bathroom comes with a shower and a hairdryer. Deluxe rooms have a bath, a shower and a separate toilet. Additional facilities offered at the property include meeting facilities, a shared lounge and ironing services.

Guests can enjoy a meal made with fresh and seasonal ingredients in the on-site restaurant opened from Monday to Saturday and Sundays for lunch only. Beforehand reservations for the restaurant are strongly advised.

Activities in the local area include golf and hiking. Les Milles, Domaine Gaogaia is a 10-minute drive from Aix-en-Provence city center where a number of shops, bars, restaurants and cafes can be found. The nearest beaches are a 35-minute drive from the hotel.

Marseille Provence Airport is 12 mi away and Aix-en-Provence Train Station is located 6.2 mi from the property.","Outdoor swimming pool, Free parking, Free Wifi, Family rooms, Restaurant, Non-smoking rooms, Facilities for disabled guests, 24-hour front desk, Bar, Good Breakfast",Aix-en-Provence,43.496401,5.394397,https://www.booking.com/hotel/fr/domaine-and-cie.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VIM1gEaE2IAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsGM_sQGwAIB0gIkNDI0Y2UzMGQtMGY3Mi00MjhiLWEwMjAtN2M4YTNlOTQwYjEw2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&nflt=ht_id%3D204&srpvid=52a986e0789f0695&srepoch=1755285210&from=searchresults,33,8.6
Aix en Provence,Les Lodges Sainte-Victoire Hotel & Spa,506,Aix-en-Provence,4.2 km from downtown,"Set in 5-hectare park with vineyards and Olive trees, Les Lodges Sainte-Victoire is a hotel decorated in an elegant style. The property was built in the 18th property and includes spa facilities as well as 2 swimming pools.

The rooms and suites at Les Lodges Sainte-Victoire have a mini-bar, an LCD TV with cable channels and a private bathroom with free toiletries and a hairdryer. A kettle is available in the rooms.

A gourmet-style restaurant is available on site and offers meals made with seasonal and local products. A homemade buffet breakfast is also available daily and you can enjoy a drink at the bar. Children under the age of 8 benefit from free breakfast.

Other facilities are available such as a sun terrace, luggage storage and free Wi-Fi access, available throughout. The spa facilities include a steam bath, a sauna and a fitness center.

The hotel is located 6.2 mi from Sainte-Victoire Mountain and 3.7 mi from the center of Aix-en-Provence. There is free, private car park on site which does not require reservation. A charging station for electric cars is available at this property.","3 swimming pools, Free parking, Spa, Free Wifi, Family rooms, 2 restaurants, Non-smoking rooms, Tea/Coffee Maker in All Rooms, Bar, Very Good Breakfast",Aix-en-Provence,43.52117,5.496597,https://www.booking.com/hotel/fr/les-lodges-sainte-victoire.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VIM1gEaE2IAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsGM_sQGwAIB0gIkNDI0Y2UzMGQtMGY3Mi00MjhiLWEwMjAtN2M4YTNlOTQwYjEw2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&nflt=ht_id%3D204&srpvid=52a986e0789f0695&srepoch=1755285216&from=searchresults,33,9.0
Avignon,La Mirande,159,"Avignon City Centre, Avignon",100 m from downtown,"La Mirande, dating back to 1309, is a hotel located in Avignon's city center. It offers 18th-century style guest rooms with views through the antique windows overlooking the Palais des Papes. Free WiFi is available throughout the property and private parking is available on site.

Each of the soundproofed air-conditioned guest rooms at La Mirande are decorated with a different wall tapestry, and have oak-wood parquet flooring and silk-lined curtains. All rooms have a private marble finish bathroom with a bath and some offer a view of the Palais des Papes. Some rooms also have a shower.

In the morning, there is a choice of an American or a continental breakfast served either in the hotel's restaurant or in the privacy of the guest's room. Guests at La Mirande can enjoy gourmet cuisine in the main restaurant or relax with a drink in the hotel bar in the evening. They can also experience the 'Table Haute' Chef's table for dinner, upon reservation and on certain evenings only. Cooking lessons can also be taken at La Mirande.

Guests will also find a gift shop on site which offers local produce, linen, decorative items, porcelain tableware and handbags.

La Mirande is 41 mi from Marseille Provence Airport, and there is a shuttle service available. Calvet Museum is just 984 feet away. There is a valet parking service available on site.","Private Parking, Free Wifi, Family rooms, Restaurant, Non-smoking rooms, Facilities for disabled guests, Room service, 24-hour front desk, Bar, Breakfast","Avignon City Centre, Avignon",43.950077,4.807707,https://www.booking.com/hotel/fr/la-mirande.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9hdmlnbm9uSDNYBGhNiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALnjf7EBsACAdICJDZmMTI3OWY2LThkYzctNGY5Zi1iMjJhLWM1ZjdiZDg5MDNkMNgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&nflt=ht_id%3D204&srpvid=4bad8733144701d2&srepoch=1755285226&from=searchresults,82,8.4
Avignon,Hôtel Le Bristol,5122,"Avignon City Centre, Avignon",0.6 km from downtown,"Ideally located inside the ramparts in the center of Avignon, Hôtel Le Bristol offers air-conditioned rooms, a bar, free WiFi and a shared lounge. There is also a 24-hour front desk and a concierge service.

Just a 15-minute walk to the Palais des Papes, the rooms are equipped with a desk, a flat-screen TV and a private bathroom.

Guests at Hôtel Le Bristol can enjoy a buffet breakfast.

The nearest airport is Avignon-Provence Airport, 5.6 mi from Hôtel Le Bristol.","Free Wifi, Family rooms, Non-smoking rooms, Facilities for disabled guests, 24-hour front desk, Bar, Very Good Breakfast","Avignon City Centre, Avignon",43.944032,4.805332,https://www.booking.com/hotel/fr/hotel-bristol-avignon.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9hdmlnbm9uSDNYBGhNiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALnjf7EBsACAdICJDZmMTI3OWY2LThkYzctNGY5Zi1iMjJhLWM1ZjdiZDg5MDNkMNgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&nflt=ht_id%3D204&srpvid=4bad8733144701d2&srepoch=1755285244&from_sustainable_property_sr=1&from=searchresults,82,8.3
Avignon,Hôtel Le Médiéval Palais des Papes,1578,"Avignon City Centre, Avignon",150 m from downtown,"Le Médiéval is set in a former cardinal's palace in Avignon historic center. This 17th-century building is a 5-minute walk from the Popes Palace and offers a floral patio with a fountain.

Accessed via a staircase, each air-conditioned room has a satellite TV and some feature a bathtub. They are also equipped with a direct dial phone, a work desk and free WiFi is available in the entire hotel Le Medieval.

A buffet breakfast is served every morning and the hotel is close to many shops and restaurants.

The hotel includes a TV room and a library.

Le Medieval is 3.1 mi from Avignon TGV train Station and 6.2 mi from Avignon Airport. Public parking is available nearby at a discounted rate.","Free Wifi, Family rooms, Non-smoking rooms, 24-hour front desk, Garden, Tea/Coffee Maker in All Rooms, Very Good Breakfast","Avignon City Centre, Avignon",43.949306,4.809346,https://www.booking.com/hotel/fr/le-medieval-avignon.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9hdmlnbm9uSDNYBGhNiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALnjf7EBsACAdICJDZmMTI3OWY2LThkYzctNGY5Zi1iMjJhLWM1ZjdiZDg5MDNkMNgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&nflt=ht_id%3D204&srpvid=4bad8733144701d2&srepoch=1755285250&from_sustainable_property_sr=1&from=searchresults,82,7.9
